"","abundance","cluster","sample"
"24",0.00773168947863337,"KU551900.1.1507_Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;[Pseudomonas]_geniculata","barcode95.summary.txt"
"25",0.0159857904085258,"JN411498.1.1504_Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter_orientalis","barcode95.summary.txt"
"26",0.0762720718838157,"FJ157228.1.1405_Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter_lovaniensis","barcode95.summary.txt"
"27",0.134364225263818,"CP018215.2258887.2260460_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_delbrueckii_subsp._lactis","barcode95.summary.txt"
"28",0.746943893010135,"LC033789.1.1652_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_helveticus","barcode95.summary.txt"
"29",0.000674763832658569,"CP030993.52148489.52150131_Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;Arachis_hypogaea_(peanut)","barcode94.summary.txt"
"30",0.000674763832658569,"LM996127.28.1680_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia_coli","barcode94.summary.txt"
"31",0.000674763832658569,"LRXJ01000189.39.1541_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia_coli","barcode94.summary.txt"
"32",0.000674763832658569,"MIZO01000018.2676.4069_Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Staphylococcus_aureus","barcode94.summary.txt"
"33",0.000787224471434998,"CP007799.4339816.4341330_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia_coli_Nissle_1917","barcode94.summary.txt"
"34",0.000787224471434998,"CP017040.2160421.2161958_Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Cutibacterium;Propionibacterium_sp._oral_taxon_193","barcode94.summary.txt"
"35",0.000899685110211426,"CP015593.2704330.2705829_Bacteria;Firmicutes;Bacilli;Lactobacillales;Listeriaceae;Listeria;Listeria_monocytogenes","barcode94.summary.txt"
"36",0.000899685110211426,"CP019618.1936664.1938351_Bacteria;Firmicutes;Bacilli;Lactobacillales;Listeriaceae;Listeria;Listeria_monocytogenes","barcode94.summary.txt"
"37",0.000899685110211426,"CSHW01000012.39517.41228_Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus_aureus","barcode94.summary.txt"
"38",0.000899685110211426,"CVJT01000011.50.2173_Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus_aureus","barcode94.summary.txt"
"39",0.000899685110211426,"FPID01000356.7.1518_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;metagenome","barcode94.summary.txt"
"40",0.000899685110211426,"FPLN01006637.13.1460_Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;metagenome","barcode94.summary.txt"
"41",0.000899685110211426,"FPLN01009263.11.1526_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;metagenome","barcode94.summary.txt"
"42",0.00101214574898785,"CJRA01000034.26673.28140_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella_enterica_subsp._enterica_serovar_Typhi","barcode94.summary.txt"
"43",0.00101214574898785,"CP018215.2258887.2260460_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_delbrueckii_subsp._lactis","barcode94.summary.txt"
"44",0.00112460638776428,"CHET01000068.50.2021_Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus_aureus","barcode94.summary.txt"
"45",0.00112460638776428,"CHTU01000005.63132.64590_Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Streptococcus_pneumoniae","barcode94.summary.txt"
"46",0.00112460638776428,"CP019662.160894.162442_Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus_subtilis_subsp._subtilis_str._168","barcode94.summary.txt"
"47",0.00112460638776428,"GQ926883.1.1427_Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus_sp._ECO_065","barcode94.summary.txt"
"48",0.00112460638776428,"JN628990.1.1569_Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus_faecalis","barcode94.summary.txt"
"49",0.00123706702654071,"AB859011.1.1508_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;Lactobacillus_fermentum","barcode94.summary.txt"
"50",0.00123706702654071,"AX201177.8.1528_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella_enterica_subsp._enterica_serovar_Typhimurium","barcode94.summary.txt"
"51",0.00123706702654071,"CP016852.160887.162342_Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus_subtilis","barcode94.summary.txt"
"52",0.00134952766531714,"GU968164.1.1530_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Shigella_sonnei","barcode94.summary.txt"
"53",0.00146198830409357,"FPLN01009530.8.1528_Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;metagenome","barcode94.summary.txt"
"54",0.00157444894287,"EU670050.1.1527_Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus_subtilis","barcode94.summary.txt"
"55",0.00179937022042285,"HG799948.1.1681_Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus_durans","barcode94.summary.txt"
"56",0.00191183085919928,"CSCC01000023.50.1885_Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus_aureus","barcode94.summary.txt"
"57",0.00191183085919928,"LZDY01000158.145.1615_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Escherichia_coli","barcode94.summary.txt"
"58",0.00202429149797571,"FPLN01004683.12.1497_Bacteria;Firmicutes;Bacilli;Exiguobacterales;Exiguobacteraceae;Exiguobacterium;metagenome","barcode94.summary.txt"
"59",0.00213675213675214,"AQEN01000033.1319.2846_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia_coli_P0304777.1","barcode94.summary.txt"
"60",0.00213675213675214,"JHED01000011.602.2124_Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus_aureus_SA12-LAU","barcode94.summary.txt"
"61",0.00236167341430499,"CP019619.274057.275664_Bacteria;Firmicutes;Bacilli;Lactobacillales;Listeriaceae;Listeria;Listeria_monocytogenes","barcode94.summary.txt"
"62",0.00281151596941071,"MF582332.1.1584_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia_coli","barcode94.summary.txt"
"63",0.00281151596941071,"MH371327.1.1545_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Shigella_flexneri","barcode94.summary.txt"
"64",0.00292397660818713,"CYAT01000136.451.1957_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia_coli","barcode94.summary.txt"
"65",0.00314889788573999,"FPLP01010722.9.1523_Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;metagenome","barcode94.summary.txt"
"66",0.00314889788573999,"LC033789.1.1652_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_helveticus","barcode94.summary.txt"
"67",0.00326135852451642,"FPID01000066.7.1494_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;metagenome","barcode94.summary.txt"
"68",0.00326135852451642,"MH327494.1.1464_Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus_faecalis","barcode94.summary.txt"
"69",0.00337381916329285,"FPLN01009549.9.1530_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;metagenome","barcode94.summary.txt"
"70",0.00337381916329285,"LINV01000016.1.1685_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella_enterica_subsp._enterica_serovar_Enteritidis","barcode94.summary.txt"
"71",0.0043859649122807,"FPLN01002677.15.1536_Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;metagenome","barcode94.summary.txt"
"72",0.00449842555105713,"FPID01000391.6.1502_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;metagenome","barcode94.summary.txt"
"73",0.00551057130004498,"FPLN01001896.14.1529_Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;metagenome","barcode94.summary.txt"
"74",0.00551057130004498,"FPLN01010442.9.1531_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;metagenome","barcode94.summary.txt"
"75",0.00573549257759784,"APJT01000001.1764889.1766343_Bacteria;Firmicutes;Bacilli;Lactobacillales;Listeriaceae;Listeria;Listeria_monocytogenes_serotype_1/2a_str._NCCP_No._15743","barcode94.summary.txt"
"76",0.00573549257759784,"LN874212.1.2221_Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus_sp._KSRH34","barcode94.summary.txt"
"77",0.0059604138551507,"KJ585676.1.1466_Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus_faecalis","barcode94.summary.txt"
"78",0.00629779577147998,"CP011528.2168791.2170440_Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus_aureus","barcode94.summary.txt"
"79",0.00652271704903284,"HZ485277.8.1529_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter_koseri","barcode94.summary.txt"
"80",0.00910931174089069,"FPLN01008484.58.1586_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;metagenome","barcode94.summary.txt"
"81",0.00933423301844354,"KU551900.1.1507_Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;[Pseudomonas]_geniculata","barcode94.summary.txt"
"82",0.0112460638776428,"MOEP01000239.2658.4181_Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Streptomyces_cinnamoneus","barcode94.summary.txt"
"83",0.0128205128205128,"AOQL01000267.9727.11288_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia_coli_TOP550-1","barcode94.summary.txt"
"84",0.0217049032838507,"CP025251.2849298.2850839_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia_coli","barcode94.summary.txt"
"85",0.0294646873594242,"CP012409.1096196.1098210_Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus_aureus_subsp._aureus_Tager_104","barcode94.summary.txt"
"86",0.032838506522717,"EF011102.1.1833_Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas_aeruginosa","barcode94.summary.txt"
"87",0.0490328385065227,"AOQH01000004.3690.5263_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia_coli_TOP293-2","barcode94.summary.txt"
"88",0.0602789023841655,"LC033806.1.1842_Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus_faecalis","barcode94.summary.txt"
"89",0.0872694556905083,"CCUE01000001.3009864.3011585_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella_enterica_subsp._enterica_serovar_Paratyphi_A","barcode94.summary.txt"
"90",0.0898560503823662,"KF030779.1.1631_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;Lactobacillus_fermentum","barcode94.summary.txt"
"91",0.119770580296896,"CP009575.1855069.1856720_Bacteria;Firmicutes;Bacilli;Lactobacillales;Listeriaceae;Listeria;Listeria_ivanovii_subsp._londoniensis","barcode94.summary.txt"
"92",0.145186684660369,"CP012409.2263835.2266601_Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus_aureus_subsp._aureus_Tager_104","barcode94.summary.txt"
"93",0.203216374269006,"AY030339.1.1779_Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus_halotolerans","barcode94.summary.txt"
"94",0.000486578541886303,"CP012409.2263835.2266601_Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus_aureus_subsp._aureus_Tager_104","barcode93.summary.txt"
"95",0.000486578541886303,"KF476044.1.1565_Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus_warneri","barcode93.summary.txt"
"96",0.000729867812829454,"KY967714.1.1574_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_kefiranofaciens_ZW3","barcode93.summary.txt"
"97",0.00113534993106804,"KC150145.1.1577_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_acidophilus","barcode93.summary.txt"
"98",0.00121644635471576,"CP017040.2160421.2161958_Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Cutibacterium;Propionibacterium_sp._oral_taxon_193","barcode93.summary.txt"
"99",0.00154083204930663,"AY445127.1.1522_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_sp._RA2113","barcode93.summary.txt"
"100",0.00154083204930663,"MG827242.1.1551_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_sp.","barcode93.summary.txt"
"101",0.00162192847295434,"KF149726.1.1447_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_helveticus","barcode93.summary.txt"
"102",0.00194631416754521,"HG799948.1.1681_Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus_durans","barcode93.summary.txt"
"103",0.00291947125131782,"AB308060.1.1386_Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter_lovaniensis","barcode93.summary.txt"
"104",0.00291947125131782,"KC561101.1.1528_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_crispatus","barcode93.summary.txt"
"105",0.00437920687697673,"KF030779.1.1631_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;Lactobacillus_fermentum","barcode93.summary.txt"
"106",0.00664990673911281,"KU551900.1.1507_Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;[Pseudomonas]_geniculata","barcode93.summary.txt"
"107",0.00778525667018084,"JX627686.1.1478_Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter_sp._SRT1","barcode93.summary.txt"
"108",0.0335739193901549,"CP018215.2258887.2260460_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_delbrueckii_subsp._lactis","barcode93.summary.txt"
"109",0.0613899927013219,"JN411498.1.1504_Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter_orientalis","barcode93.summary.txt"
"110",0.0716081420809342,"FJ157228.1.1405_Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter_lovaniensis","barcode93.summary.txt"
"111",0.798069905117184,"LC033789.1.1652_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_helveticus","barcode93.summary.txt"
"112",0.000331491712707182,"GFIG01012446.79.1567_Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Cutibacterium;Coregonus_lavaretus_(common_whitefish)","barcode92.summary.txt"
"113",0.000331491712707182,"KX432211.1.1638_Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus_hominis","barcode92.summary.txt"
"114",0.000386740331491713,"GQ853555.1.1569_Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Endozoicomonadaceae;Endozoicomonas;Loripes_lacteus_gill_symbiont","barcode92.summary.txt"
"115",0.000386740331491713,"MG162682.1.1245_Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus_sp.","barcode92.summary.txt"
"116",0.000441988950276243,"AB362691.1.1600_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Paucilactobacillus;Lactobacillus_vaccinostercus","barcode92.summary.txt"
"117",0.000441988950276243,"ADET01000004.313.1851_Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Gardnerella;Gardnerella_vaginalis_00703Bmash","barcode92.summary.txt"
"118",0.000441988950276243,"HM057881.1.1378_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_helveticus","barcode92.summary.txt"
"119",0.000441988950276243,"JQ977564.1.1443_Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Pseudarthrobacter;Dermacoccus_sp._Dma26","barcode92.summary.txt"
"120",0.000497237569060774,"CP030993.52148489.52150131_Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;Arachis_hypogaea_(peanut)","barcode92.summary.txt"
"121",0.000497237569060774,"HQ222296.1.1498_Bacteria;Proteobacteria;Alphaproteobacteria;Azospirillales;Azospirillaceae;Skermanella;Azospirillum_sp._enrichment_culture_clone_VanCtr101","barcode92.summary.txt"
"122",0.000497237569060774,"HQ284905.1.1527_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Rosenbergiella;Enterobacteriaceae_bacterium_13NS3","barcode92.summary.txt"
"123",0.000497237569060774,"MG162615.1.1478_Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter_sp.","barcode92.summary.txt"
"124",0.000607734806629834,"GFIG01012561.7.1417_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Coregonus_lavaretus_(common_whitefish)","barcode92.summary.txt"
"125",0.000662983425414365,"CP012409.1096196.1098210_Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus_aureus_subsp._aureus_Tager_104","barcode92.summary.txt"
"126",0.000828729281767956,"MH671405.1.1471_Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Chryseobacterium;Chryseobacterium_sp.","barcode92.summary.txt"
"127",0.000994475138121547,"AY669513.1.1451_Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter_nitrogenifigens","barcode92.summary.txt"
"128",0.000994475138121547,"KC150145.1.1577_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_acidophilus","barcode92.summary.txt"
"129",0.00116022099447514,"FPID01000187.1.1488_Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;metagenome","barcode92.summary.txt"
"130",0.00138121546961326,"AB109770.615.2139_Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family_XI;Finegoldia;Finegoldia_magna","barcode92.summary.txt"
"131",0.00154696132596685,"CP012409.2263835.2266601_Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus_aureus_subsp._aureus_Tager_104","barcode92.summary.txt"
"132",0.0018232044198895,"KF149726.1.1447_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_helveticus","barcode92.summary.txt"
"133",0.00193370165745856,"HG799948.1.1681_Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus_durans","barcode92.summary.txt"
"134",0.00198895027624309,"CP018215.2258887.2260460_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_delbrueckii_subsp._lactis","barcode92.summary.txt"
"135",0.00198895027624309,"GEEO01017285.65.1522_Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Cutibacterium;Aureobasidium_melanogenum","barcode92.summary.txt"
"136",0.00320441988950276,"MG827242.1.1551_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_sp.","barcode92.summary.txt"
"137",0.00331491712707182,"JX627686.1.1478_Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter_sp._SRT1","barcode92.summary.txt"
"138",0.00353591160220994,"KC561101.1.1528_Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_crispatus","barcode92.summary.txt"
"139",0.00751381215469613,"AB308060.1.1386_Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter_lovaniensis","barcode92.summary.txt"
"140",0.00795580110497238,"KU551900.1.1507_Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;[Pseudomonas]_geniculata","barcode92.summary.txt"
"141",0.00878453038674033,"CP017040.2160421.2161958_Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Cutibacterium;Propionibacterium_sp._oral_taxon_193","barcode92.summary.txt"
"142",0.0102209944751381,"KF476044.1.1565_Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus_warneri","barcode92.summary.txt"
